Date,Year,Program,Rating,Mean_Rating,Median_Rating,Diff_From_Mean,Status_Vs_Mean,Z_Score,Is_Outlier,Prev_Week_Rating,WoW_Diff,Std_Rating,CV_Percent,Skewness,Q1_Rating,Q3_Rating,IQR_Rating,Min_Rating,Max_Rating,Broadcast_Days
2026-01-01,2026,모닝와이드 3부 (JIBS),0.5,1.21,1.0,-0.71,평균 이하,-0.89,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-02,2026,모닝와이드 3부 (JIBS),0.5,1.21,1.0,-0.71,평균 이하,-0.89,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-05,2026,모닝와이드 3부 (JIBS),1.7,1.21,1.0,0.49,평균 이상,0.62,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-06,2026,모닝와이드 3부 (JIBS),2.1,1.21,1.0,0.89,평균 이상,1.12,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-07,2026,모닝와이드 3부 (JIBS),1.2,1.21,1.0,-0.01,평균 이하,-0.01,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-08,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-09,2026,모닝와이드 3부 (JIBS),1.1,1.21,1.0,-0.11,평균 이하,-0.14,정상 범위,,,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-12,2026,모닝와이드 3부 (JIBS),0.4,1.21,1.0,-0.81,평균 이하,-1.02,정상 범위,0.5,-0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-13,2026,모닝와이드 3부 (JIBS),1.4,1.21,1.0,0.19,평균 이상,0.24,정상 범위,0.5,0.9,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-14,2026,모닝와이드 3부 (JIBS),2.9,1.21,1.0,1.69,평균 이상,2.13,이상치(급증),1.7,1.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-15,2026,모닝와이드 3부 (JIBS),0.3,1.21,1.0,-0.91,평균 이하,-1.14,정상 범위,2.1,-1.8,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-16,2026,모닝와이드 3부 (JIBS),0.5,1.21,1.0,-0.71,평균 이하,-0.89,정상 범위,1.2,-0.7,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-19,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,0.7,0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-21,2026,모닝와이드 3부 (JIBS),0.5,1.21,1.0,-0.71,평균 이하,-0.89,정상 범위,1.1,-0.6,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-22,2026,모닝와이드 3부 (JIBS),1.2,1.21,1.0,-0.01,평균 이하,-0.01,정상 범위,0.4,0.8,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-23,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,1.4,-0.6,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-27,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,2.9,-2.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-28,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,0.3,0.6,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-29,2026,모닝와이드 3부 (JIBS),1.0,1.21,1.0,-0.21,평균 이하,-0.26,정상 범위,0.5,0.5,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-01-30,2026,모닝와이드 3부 (JIBS),0.6,1.21,1.0,-0.61,평균 이하,-0.77,정상 범위,0.8,-0.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-02,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,0.5,0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-03,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,1.2,-0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-04,2026,모닝와이드 3부 (JIBS),2.0,1.21,1.0,0.79,평균 이상,1.0,정상 범위,0.8,1.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-05,2026,모닝와이드 3부 (JIBS),0.6,1.21,1.0,-0.61,평균 이하,-0.77,정상 범위,0.7,-0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-06,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,0.9,-0.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-09,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,1.0,-0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-13,2026,모닝와이드 3부 (JIBS),1.3,1.21,1.0,0.09,평균 이상,0.11,정상 범위,0.6,0.7,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-19,2026,모닝와이드 3부 (JIBS),0.0,1.21,1.0,-1.21,평균 이하,-1.52,정상 범위,0.8,-0.8,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-20,2026,모닝와이드 3부 (JIBS),0.5,1.21,1.0,-0.71,평균 이하,-0.89,정상 범위,0.9,-0.4,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-23,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,2.0,-1.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-24,2026,모닝와이드 3부 (JIBS),2.3,1.21,1.0,1.09,평균 이상,1.37,정상 범위,0.6,1.7,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-25,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,0.7,0.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-26,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,0.7,0.0,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-02-27,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,1.3,-0.5,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-02,2026,모닝와이드 3부 (JIBS),0.0,1.21,1.0,-1.21,평균 이하,-1.52,정상 범위,0.0,0.0,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-03,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,0.5,0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-04,2026,모닝와이드 3부 (JIBS),0.4,1.21,1.0,-0.81,평균 이하,-1.02,정상 범위,0.9,-0.5,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-05,2026,모닝와이드 3부 (JIBS),1.0,1.21,1.0,-0.21,평균 이하,-0.26,정상 범위,2.3,-1.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-06,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,0.9,0.0,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-09,2026,모닝와이드 3부 (JIBS),2.6,1.21,1.0,1.39,평균 이상,1.75,정상 범위,0.7,1.9,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-10,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,0.8,0.0,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-11,2026,모닝와이드 3부 (JIBS),1.1,1.21,1.0,-0.11,평균 이하,-0.14,정상 범위,0.0,1.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-12,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,0.8,0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-13,2026,모닝와이드 3부 (JIBS),1.1,1.21,1.0,-0.11,평균 이하,-0.14,정상 범위,0.4,0.7,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-16,2026,모닝와이드 3부 (JIBS),0.9,1.21,1.0,-0.31,평균 이하,-0.39,정상 범위,1.0,-0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-17,2026,모닝와이드 3부 (JIBS),1.0,1.21,1.0,-0.21,평균 이하,-0.26,정상 범위,0.9,0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-18,2026,모닝와이드 3부 (JIBS),1.1,1.21,1.0,-0.11,평균 이하,-0.14,정상 범위,2.6,-1.5,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-19,2026,모닝와이드 3부 (JIBS),1.3,1.21,1.0,0.09,평균 이상,0.11,정상 범위,0.8,0.5,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-20,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,1.1,-0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-23,2026,모닝와이드 3부 (JIBS),1.0,1.21,1.0,-0.21,평균 이하,-0.26,정상 범위,0.9,0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-24,2026,모닝와이드 3부 (JIBS),0.7,1.21,1.0,-0.51,평균 이하,-0.64,정상 범위,1.1,-0.4,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-25,2026,모닝와이드 3부 (JIBS),1.2,1.21,1.0,-0.01,평균 이하,-0.01,정상 범위,0.9,0.3,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-26,2026,모닝와이드 3부 (JIBS),0.8,1.21,1.0,-0.41,평균 이하,-0.52,정상 범위,1.0,-0.2,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-27,2026,모닝와이드 3부 (JIBS),1.2,1.21,1.0,-0.01,평균 이하,-0.01,정상 범위,1.1,0.1,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
2026-03-30,2026,모닝와이드 3부 (JIBS),0.6,1.21,1.0,-0.61,평균 이하,-0.77,정상 범위,1.3,-0.7,0.79,65.7,1.96,0.8,1.4,0.6,0.0,4.8,163.0
