Date,Year,Program,Rating,Mean_Rating,Median_Rating,Diff_From_Mean,Status_Vs_Mean,Z_Score,Is_Outlier,Prev_Week_Rating,WoW_Diff,Std_Rating,CV_Percent,Skewness,Q1_Rating,Q3_Rating,IQR_Rating,Min_Rating,Max_Rating,Broadcast_Days
2025-08-04,2025,모닝와이드 3부 (JIBS),2.1,1.77,1.65,0.33,평균 이상,0.35,정상 범위,2.7,-0.6,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-05,2025,모닝와이드 3부 (JIBS),2.8,1.77,1.65,1.03,평균 이상,1.08,정상 범위,2.1,0.7,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-06,2025,모닝와이드 3부 (JIBS),2.8,1.77,1.65,1.03,평균 이상,1.08,정상 범위,2.0,0.8,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-07,2025,모닝와이드 3부 (JIBS),0.4,1.77,1.65,-1.37,평균 이하,-1.43,정상 범위,2.1,-1.7,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-08,2025,모닝와이드 3부 (JIBS),1.4,1.77,1.65,-0.37,평균 이하,-0.39,정상 범위,1.9,-0.5,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-11,2025,모닝와이드 3부 (JIBS),0.8,1.77,1.65,-0.97,평균 이하,-1.02,정상 범위,1.5,-0.7,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-12,2025,모닝와이드 3부 (JIBS),1.6,1.77,1.65,-0.17,평균 이하,-0.18,정상 범위,2.7,-1.1,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-13,2025,모닝와이드 3부 (JIBS),1.6,1.77,1.65,-0.17,평균 이하,-0.18,정상 범위,2.1,-0.5,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-14,2025,모닝와이드 3부 (JIBS),1.1,1.77,1.65,-0.67,평균 이하,-0.7,정상 범위,2.8,-1.7,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-15,2025,모닝와이드 3부 (JIBS),0.9,1.77,1.65,-0.87,평균 이하,-0.91,정상 범위,2.8,-1.9,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-18,2025,모닝와이드 3부 (JIBS),2.4,1.77,1.65,0.63,평균 이상,0.66,정상 범위,0.4,2.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-19,2025,모닝와이드 3부 (JIBS),0.4,1.77,1.65,-1.37,평균 이하,-1.43,정상 범위,1.4,-1.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
